AT,6,Steiermark
AT,7,Tirol
AT,8,Vorarlberg
AT,9,Wien
AU,1,Australian Capital Territory
AU,2,New South Wales
AU,3,Northern Territory
AU,4,Queensland
AU,5,South Australia
AU,6,Tasmania
AU,7,Victoria
AU,8,Western Australia
AZ,1,Abseron
AZ,2,Agcabadi
AZ,3,Agdam
AZ,4,Agdas
AZ,5,Agstafa
AZ,6,Agsu
AZ,7,Ali Bayramli
AZ,8,Astara
AZ,9,Baki
AZ,10,Balakan
AZ,11,Barda
AZ,12,Beylaqan
AZ,13,Bilasuvar
AZ,14,Cabrayil
AZ,15,Calilabad
AZ,16,Daskasan
AZ,17,Davaci
AZ,18,Fuzuli
AZ,19,Gadabay
AZ,20,Ganca
AZ,21,Goranboy
AZ,22,Goycay
AZ,23,Haciqabul
AZ,24,Imisli
AZ,25,Ismayilli
AZ,26,Kalbacar
AZ,27,Kurdamir
AZ,28,Lacin
AZ,29,Lankaran
AZ,30,Lankaran
AZ,31,Lerik
AZ,32,Masalli
AZ,33,Mingacevir
AZ,34,Naftalan
AZ,35,Naxcivan
AZ,36,Neftcala
AZ,37,Oguz
AZ,38,Qabala
AZ,39,Qax
AZ,40,Qazax
AZ,41,Qobustan
AZ,42,Quba
AZ,43,Qubadli
AZ,44,Qusar
AZ,45,Saatli
AZ,46,Sabirabad
AZ,47,Saki
AZ,48,Saki
AZ,49,Salyan
AZ,50,Samaxi
AZ,51,Samkir
AZ,52,Samux
AZ,53,Siyazan
AZ,54,Sumqayit
AZ,55,Susa
AZ,56,Susa
AZ,57,Tartar
AZ,58,Tovuz
AZ,59,Ucar
AZ,60,Xacmaz
AZ,61,Xankandi
AZ,62,Xanlar
AZ,63,Xizi
AZ,64,Xocali
AZ,65,Xocavand
AZ,66,Yardimli
AZ,67,Yevlax
AZ,68,Yevlax
AZ,69,Zangilan
AZ,70,Zaqatala
AZ,71,Zardab
BA,1,Federation of Bosnia and Herzegovina
BA,2,Republika Srpska
BB,1,Christ Church
BB,2,Saint Andrew
BB,3,Saint George
BB,4,Saint James
BB,5,Saint John
BB,6,Saint Joseph
BB,7,Saint Lucy
BB,8,Saint Michael
BB,9,Saint Peter
BB,10,Saint Philip
BB,11,Saint Thomas
BD,81,Dhaka
BD,82,Khulna
BD,83,Rajshahi
BD,84,Chittagong
BD,85,Barisal
BD,86,Sylhet
BE,1,Antwerpen
BE,3,Hainaut
BE,4,Liege
BE,5,Limburg
BE,6,Luxembourg
BE,7,Namur
BE,8,Oost-Vlaanderen
BE,9,West-Vlaanderen
BE,10,Brabant Wallon
BE,11,Brussels Hoofdstedelijk Gewest
BE,12,Vlaams-Brabant
BF,15,Bam
BF,19,Boulkiemde
BF,20,Ganzourgou
BF,21,Gnagna
BF,28,Kouritenga
BF,33,Oudalan
BF,34,Passore
BF,36,Sanguie
BF,40,Soum
BF,42,Tapoa
BF,44,Zoundweogo
BF,45,Bale
BF,46,Banwa
BF,47,Bazega
BF,48,Bougouriba
BF,49,Boulgou
BF,50,Gourma
BF,51,Houet
BF,52,Ioba
BF,53,Kadiogo
BF,54,Kenedougou
BF,55,Komoe
BF,56,Komondjari
BF,57,Kompienga
BF,58,Kossi
BF,59,Koulpelogo
BF,60,Kourweogo
BF,61,Leraba
BF,62,Loroum
BF,63,Mouhoun
BF,64,Namentenga
BF,65,Naouri
BF,66,Nayala
BF,67,Noumbiel
BF,68,Oubritenga
BF,69,Poni
BF,70,Sanmatenga
BF,71,Seno
BF,72,Sissili
BF,73,Sourou
BF,74,Tuy
BF,75,Yagha
BF,76,Yatenga
BF,77,Ziro
BF,78,Zondoma
BG,33,Mikhaylovgrad
BG,38,Blagoevgrad
BG,39,Burgas
BG,40,Dobrich
BG,41,Gabrovo
BG,42,Grad Sofiya
BG,43,Khaskovo
BG,44,Kurdzhali
BG,45,Kyustendil
BG,46,Lovech
BG,47,Montana
BG,48,Pazardzhik
BG,49,Pernik
BG,50,Pleven
BG,51,Plovdiv
BG,52,Razgrad
BG,53,Ruse
BG,54,Shumen
BG,55,Silistra
BG,56,Sliven
BG,57,Smolyan
BG,58,Sofiya
BG,59,Stara Zagora
BG,60,Turgovishte
BG,61,Varna
BG,62,Veliko Turnovo
BG,63,Vidin
BG,64,Vratsa
BG,65,Yambol
BH,1,Al Hadd
BH,2,Al Manamah
BH,5,Jidd Hafs
BH,6,Sitrah
BH,8,Al Mintaqah al Gharbiyah
BH,9,Mintaqat Juzur Hawar
BH,10,Al Mintaqah ash Shamaliyah
BH,11,Al Mintaqah al Wusta
BH,12,Madinat
BH,13,Ar Rifa
BH,14,Madinat Hamad
BH,15,Al Muharraq
BH,16,Al Asimah
BH,17,Al Janubiyah
BH,18,Ash Shamaliyah
BH,19,Al Wusta
BI,2,Bujumbura
BI,9,Bubanza
BI,10,Bururi
BI,11,Cankuzo
BI,12,Cibitoke
BI,13,Gitega
BI,14,Karuzi
BI,15,Kayanza
BI,16,Kirundo
BI,17,Makamba
BI,18,Muyinga
BI,19,Ngozi
BI,20,Rutana
BI,21,Ruyigi
BI,22,Muramvya
BI,23,Mwaro
BJ,7,Alibori
BJ,8,Atakora
BJ,9,Atlanyique
BJ,10,Borgou
BJ,11,Collines
BJ,12,Kouffo
BJ,13,Donga
BJ,14,Littoral
BJ,15,Mono
BJ,16,Oueme
BJ,17,Plateau
BJ,18,Zou
BM,1,Devonshire
BM,2,Hamilton
BM,3,Hamilton
BM,4,Paget
BM,5,Pembroke
BM,6,Saint George
BM,7,Saint George's
BM,8,Sandys
BM,9,Smiths
BM,10,Southampton
BM,11,Warwick
BN,7,Alibori
BN,8,Belait
BN,9,Brunei and Muara
BN,10,Temburong
BN,11,Collines
BN,12,Kouffo
BN,13,Donga
BN,14,Littoral
BN,15,Tutong
BN,16,Oueme
BN,17,Plateau
BN,18,Zou
BO,1,Chuquisaca
BO,2,Cochabamba
BO,3,El Beni
BO,4,La Paz
BO,5,Oruro
BO,6,Pando
BO,7,Potosi
BO,8,Santa Cruz
BO,9,Tarija
BR,1,Acre
BR,2,Alagoas
BR,3,Amapa
BR,4,Amazonas
BR,5,Bahia
BR,6,Ceara
BR,7,Distrito Federal
BR,8,Espirito Santo
BR,11,Mato Grosso do Sul
BR,13,Maranhao
BR,14,Mato Grosso
BR,15,Minas Gerais
BR,16,Para
BR,17,Paraiba
BR,18,Parana
BR,20,Piaui
BR,21,Rio de Janeiro
BR,22,Rio Grande do Norte
BR,23,Rio Grande do Sul
BR,24,Rondonia
BR,25,Roraima
BR,26,Santa Catarina
BR,27,Sao Paulo
BR,28,Sergipe
BR,29,Goias
BR,30,Pernambuco
BR,31,Tocantins
BS,5,Bimini
BS,6,Cat Island
BS,10,Exuma
BS,13,Inagua
BS,15,Long Island
BS,16,Mayaguana
BS,18,Ragged Island
BS,22,Harbour Island
BS,23,New Providence
BS,24,Acklins and Crooked Islands
BS,25,Freeport
BS,26,Fresh Creek
BS,27,Governor's Harbour
BS,28,Green Turtle Cay
BS,29,High Rock
BS,30,Kemps Bay
BS,31,Marsh Harbour
BS,32,Nichollstown and Berry Islands
BS,33,Rock Sound
BS,34,Sandy Point
BS,35,San Salvador and Rum Cay
BT,5,Bumthang
BT,6,Chhukha
BT,7,Chirang
BT,8,Daga
BT,9,Geylegphug
BT,10,Ha
BT,11,Lhuntshi
BT,12,Mongar
BT,13,Paro
BT,14,Pemagatsel
BT,15,Punakha
BT,16,Samchi
BT,17,Samdrup
BT,18,Shemgang
BT,19,Tashigang
BT,20,Thimphu
BT,21,Tongsa
BT,22,Wangdi Phodrang
BW,1,Central
BW,3,Ghanzi
BW,4,Kgalagadi
BW,5,Kgatleng
BW,6,Kweneng
BW,8,North-East
BW,9,South-East
BW,10,Southern
BW,11,North-West
BY,1,Brestskaya Voblasts'
BY,2,Homyel'skaya Voblasts'
BY,3,Hrodzyenskaya Voblasts'
BY,4,Minsk
BY,5,Minskaya Voblasts'
BY,6,Mahilyowskaya Voblasts'
BY,7,Vitsyebskaya Voblasts'
BZ,1,Belize
BZ,2,Cayo
BZ,3,Corozal
BZ,4,Orange Walk
BZ,5,Stann Creek
BZ,6,Toledo
CA,1,Alberta
CA,2,British Columbia
CA,3,Manitoba
CA,4,New Brunswick
CA,5,Newfoundland and Labrador
CA,7,Nova Scotia
CA,8,Ontario
CA,9,Prince Edward Island
CA,10,Quebec
CA,11,Saskatchewan
CA,12,Yukon Territory
CA,13,Northwest Territories
CA,14,Nunavut
CD,1,Bandundu
CD,2,Equateur
CD,4,Kasai-Oriental
CD,5,Katanga
CD,6,Kinshasa
CD,8,Bas-Congo
CD,9,Orientale
CD,10,Maniema
CD,11,Nord-Kivu
CD,12,Sud-Kivu
CF,1,Bamingui-Bangoran
CF,2,Basse-Kotto
CF,3,Haute-Kotto
CF,4,Mambere-Kadei
CF,5,Haut-Mbomou
CF,6,Kemo
CF,7,Lobaye
CF,8,Mbomou
CF,9,Nana-Mambere
CF,11,Ouaka
CF,12,Ouham
CF,13,Ouham-Pende
CF,14,Cuvette-Ouest
CF,15,Nana-Grebizi
CF,16,Sangha-Mbaere
CF,17,Ombella-Mpoko
CF,18,Bangui
CG,1,Bouenza
CG,4,Kouilou
CG,5,Lekoumou
CG,6,Likouala
CG,7,Niari
CG,8,Plateaux
CG,10,Sangha
CG,11,Pool
CG,12,Brazzaville
CG,13,Cuvette
CG,14,Cuvette-Ouest
CH,1,Aargau
CH,2,Ausser-Rhoden
CH,3,Basel-Landschaft
CH,4,Basel-Stadt
CH,5,Bern
CH,6,Fribourg
CH,7,Geneve
CH,8,Glarus
CH,9,Graubunden
CH,10,Inner-Rhoden
CH,11,Luzern
CH,12,Neuchatel
CH,13,Nidwalden
CH,14,Obwalden
CH,15,Sankt Gallen
CH,16,Schaffhausen
CH,17,Schwyz
CH,18,Solothurn
CH,19,Thurgau
CH,20,Ticino
CH,21,Uri
CH,22,Valais
CH,23,Vaud
CH,24,Zug
CH,25,Zurich
CH,26,Jura
CI,74,Agneby
CI,75,Bafing
CI,76,Bas-Sassandra
CI,77,Denguele
CI,78,Dix-Huit Montagnes
CI,79,Fromager
CI,80,Haut-Sassandra
CI,81,Lacs
CI,82,Lagunes
CI,83,Marahoue
CI,84,Moyen-Cavally
CI,85,Moyen-Comoe
CI,86,N'zi-Comoe
CI,87,Savanes
CI,88,Sud-Bandama
CI,89,Sud-Comoe
CI,90,Vallee du Bandama
CI,91,Worodougou
CI,92,Zanzan
CL,1,Valparaiso
CL,2,Aisen del General Carlos Ibanez del Campo
CL,3,Antofagasta
CL,4,Araucania
CL,5,Atacama
CL,6,Bio-Bio
CL,7,Coquimbo
CL,8,Libertador General Bernardo O'Higgins
CL,9,Los Lagos
CL,10,Magallanes y de la Antartica Chilena
CL,11,Maule
CL,12,Region Metropolitana
CL,13,Tarapaca
CL,14,Los Lagos
CL,15,Tarapaca
CL,16,Arica y Parinacota
CL,17,Los Rios
CM,4,Est
CM,5,Littoral
CM,7,Nord-Ouest
CM,8,Ouest
CM,9,Sud-Ouest
CM,10,Adamaoua
CM,11,Centre
CM,12,Extreme-Nord
CM,13,Nord
CM,14,Sud
CN,1,Anhui
CN,2,Zhejiang
CN,3,Jiangxi
CN,4,Jiangsu
CN,5,Jilin
CN,6,Qinghai
CN,7,Fujian
CN,8,Heilongjiang
CN,9,Henan
CN,10,Hebei
CN,11,Hunan
CN,12,Hubei
CN,13,Xinjiang
CN,14,Xizang
CN,15,Gansu
CN,16,Guangxi
CN,18,Guizhou
CN,19,Liaoning
CN,20,Nei Mongol
CN,21,Ningxia
CN,22,Beijing
CN,23,Shanghai
CN,24,Shanxi
CN,25,Shandong
CN,26,Shaanxi
CN,28,Tianjin
CN,29,Yunnan
CN,30,Guangdong
CN,31,Hainan
CN,32,Sichuan
CN,33,Chongqing
CO,1,Amazonas
CO,2,Antioquia
CO,3,Arauca
CO,4,Atlantico
CO,5,Bolivar Department
CO,6,Boyaca Department
CO,7,Caldas Department
CO,8,Caqueta
CO,9,Cauca
CO,10,Cesar
CO,11,Choco
CO,12,Cordoba
CO,14,Guaviare
CO,15,Guainia
CO,16,Huila
CO,17,La Guajira
CO,18,Magdalena Department
CO,19,Meta
CO,20,Narino
CO,21,Norte de Santander
CO,22,Putumayo
CO,23,Quindio
CO,24,Risaralda
CO,25,San Andres y Providencia
CO,26,Santander
CO,27,Sucre
CO,28,Tolima
CO,29,Valle del Cauca
CO,30,Vaupes
CO,31,Vichada
CO,32,Casanare
CO,33,Cundinamarca
CO,34,Distrito Especial
CO,35,Bolivar
CO,36,Boyaca
CO,37,Caldas
CO,38,Magdalena
CR,1,Alajuela
CR,2,Cartago
CR,3,Guanacaste
CR,4,Heredia
CR,6,Limon
CR,7,Puntarenas
CR,8,San Jose
CU,1,Pinar del Rio
CU,2,Ciudad de la Habana
CU,3,Matanzas
CU,4,Isla de la Juventud
CU,5,Camaguey
CU,7,Ciego de Avila
CU,8,Cienfuegos
CU,9,Granma
CU,10,Guantanamo
CU,11,La Habana
CU,12,Holguin
CU,13,Las Tunas
CU,14,Sancti Spiritus
CU,15,Santiago de Cuba
CU,16,Villa Clara
CV,1,Boa Vista
CV,2,Brava
CV,4,Maio
CV,5,Paul
CV,7,Ribeira Grande
CV,8,Sal
CV,10,Sao Nicolau
CV,11,Sao Vicente
CV,13,Mosteiros
CV,14,Praia
CV,15,Santa Catarina
CV,16,Santa Cruz
CV,17,Sao Domingos
CV,18,Sao Filipe
CV,19,Sao Miguel
CV,20,Tarrafal
CY,1,Famagusta
CY,2,Kyrenia
CY,3,Larnaca
CY,4,Nicosia
CY,5,Limassol
CY,6,Paphos
CZ,52,Hlavni mesto Praha
CZ,78,Jihomoravsky kraj
CZ,79,Jihocesky kraj
CZ,80,Vysocina
CZ,81,Karlovarsky kraj
CZ,82,Kralovehradecky kraj
CZ,83,Liberecky kraj
CZ,84,Olomoucky kraj
CZ,85,Moravskoslezsky kraj
CZ,86,Pardubicky kraj
CZ,87,Plzensky kraj
CZ,88,Stredocesky kraj
CZ,89,Ustecky kraj
CZ,90,Zlinsky kraj
DE,1,Baden-Wurttemberg
DE,2,Bayern
DE,3,Bremen
DE,4,Hamburg
DE,5,Hessen
DE,6,Niedersachsen
DE,7,Nordrhein-Westfalen
DE,8,Rheinland-Pfalz
DE,9,Saarland
DE,10,Schleswig-Holstein
DE,11,Brandenburg
DE,12,Mecklenburg-Vorpommern
DE,13,Sachsen
DE,14,Sachsen-Anhalt
DE,15,Thuringen
DE,16,Berlin
DJ,1,Ali Sabieh
DJ,4,Obock
DJ,5,Tadjoura
DJ,6,Dikhil
DJ,7,Djibouti
DJ,8,Arta
DK,17,Hovedstaden
DK,18,Midtjylland
DK,19,Nordjylland
DK,20,Sjelland
DK,21,Syddanmark
DM,2,Saint Andrew
DM,3,Saint David
DM,4,Saint George
DM,5,Saint John
DM,6,Saint Joseph
DM,7,Saint Luke
DM,8,Saint Mark
DM,9,Saint Patrick
DM,10,Saint Paul
DM,11,Saint Peter
DO,1,Azua
DO,2,Baoruco
DO,3,Barahona
DO,4,Dajabon
DO,5,Distrito Nacional
DO,6,Duarte
DO,8,Espaillat
DO,9,Independencia
DO,10,La Altagracia
DO,11,Elias Pina
DO,12,La Romana
DO,14,Maria Trinidad Sanchez
DO,15,Monte Cristi
DO,16,Pedernales
DO,17,Peravia
DO,18,Puerto Plata
DO,19,Salcedo
DO,20,Samana
DO,21,Sanchez Ramirez
DO,23,San Juan
DO,24,San Pedro De Macoris
DO,25,Santiago
DO,26,Santiago Rodriguez
DO,27,Valverde
DO,28,El Seibo
DO,29,Hato Mayor
DO,30,La Vega
DO,31,Monsenor Nouel
DO,32,Monte Plata
DO,33,San Cristobal
DO,34,Distrito Nacional
DO,35,Peravia
DO,36,San Jose de Ocoa
DO,37,Santo Domingo
DZ,1,Alger
DZ,3,Batna
DZ,4,Constantine
DZ,6,Medea
DZ,7,Mostaganem
DZ,9,Oran
DZ,10,Saida
DZ,12,Setif
DZ,13,Tiaret
DZ,14,Tizi Ouzou
DZ,15,Tlemcen
DZ,18,Bejaia
DZ,19,Biskra
DZ,20,Blida
DZ,21,Bouira
DZ,22,Djelfa
DZ,23,Guelma
DZ,24,Jijel
DZ,25,Laghouat
DZ,26,Mascara
DZ,27,M'sila
DZ,29,Oum el Bouaghi
DZ,30,Sidi Bel Abbes
DZ,31,Skikda
DZ,33,Tebessa
DZ,34,Adrar
DZ,35,Ain Defla
DZ,36,Ain Temouchent
DZ,37,Annaba
DZ,38,Bechar
DZ,39,Bordj Bou Arreridj
DZ,40,Boumerdes
DZ,41,Chlef
DZ,42,El Bayadh
DZ,43,El Oued
DZ,44,El Tarf
DZ,45,Ghardaia
DZ,46,Illizi
DZ,47,Khenchela
DZ,48,Mila
DZ,49,Naama
DZ,50,Ouargla
DZ,51,Relizane
DZ,52,Souk Ahras
DZ,53,Tamanghasset
DZ,54,Tindouf
DZ,55,Tipaza
DZ,56,Tissemsilt
EC,1,Galapagos
EC,2,Azuay
EC,3,Bolivar
EC,4,Canar
EC,5,Carchi
EC,6,Chimborazo
EC,7,Cotopaxi
EC,8,El Oro
EC,9,Esmeraldas
EC,10,Guayas
EC,11,Imbabura
EC,12,Loja
EC,13,Los Rios
EC,14,Manabi
EC,15,Morona-Santiago
EC,17,Pastaza
EC,18,Pichincha
EC,19,Tungurahua
EC,20,Zamora-Chinchipe
EC,22,Sucumbios
EC,23,Napo
EC,24,Orellana
EE,1,Harjumaa
EE,2,Hiiumaa
EE,3,Ida-Virumaa
EE,4,Jarvamaa
EE,5,Jogevamaa
EE,6,Kohtla-Jarve
EE,7,Laanemaa
EE,8,Laane-Virumaa
EE,9,Narva
EE,10,Parnu
EE,11,Parnumaa
EE,12,Polvamaa
EE,13,Raplamaa
EE,14,Saaremaa
EE,15,Sillamae
EE,16,Tallinn
EE,17,Tartu
EE,18,Tartumaa
EE,19,Valgamaa
EE,20,Viljandimaa
EE,21,Vorumaa
EG,1,Ad Daqahliyah
EG,2,Al Bahr al Ahmar
EG,3,Al Buhayrah
EG,4,Al Fayyum
EG,5,Al Gharbiyah
EG,6,Al Iskandariyah
EG,7,Al Isma'iliyah
EG,8,Al Jizah
EG,9,Al Minufiyah
EG,10,Al Minya
EG,11,Al Qahirah
EG,12,Al Qalyubiyah
EG,13,Al Wadi al Jadid
EG,14,Ash Sharqiyah
EG,15,As Suways
EG,16,Aswan
EG,17,Asyut
EG,18,Bani Suwayf
EG,19,Bur Sa'id
EG,20,Dumyat
EG,21,Kafr ash Shaykh
EG,22,Matruh
EG,23,Qina
EG,24,Suhaj
EG,26,Janub Sina'
EG,27,Shamal Sina'
ER,1,Anseba
ER,2,Debub
ER,3,Debubawi K'eyih Bahri
ER,4,Gash Barka
ER,5,Ma'akel
ER,6,Semenawi K'eyih Bahri
ES,7,Islas Baleares
ES,27,La Rioja
ES,29,Madrid
ES,31,Murcia
ES,32,Navarra
ES,34,Asturias
ES,39,Cantabria
ES,51,Andalucia
ES,52,Aragon
ES,53,Canarias
ES,54,Castilla-La Mancha
ES,55,Castilla y Leon
ES,56,Catalonia
ES,57,Extremadura
ES,58,Galicia
ES,59,Pais Vasco
ES,60,Comunidad Valenciana
ET,44,Adis Abeba
ET,45,Afar
ET,46,Amara
ET,47,Binshangul Gumuz
ET,48,Dire Dawa
ET,49,Gambela Hizboch
ET,50,Hareri Hizb
ET,51,Oromiya
ET,52,Sumale
ET,53,Tigray
ET,54,YeDebub Biheroch Bihereseboch na Hizboch
FI,1,Aland
FI,6,Lapland
FI,8,Oulu
FI,13,Southern Finland
FI,14,Eastern Finland
FI,15,Western Finland
FJ,1,Central
FJ,2,Eastern
FJ,3,Northern
FJ,4,Rotuma
FJ,5,Western
FM,1,Kosrae
FM,2,Pohnpei
FM,3,Chuuk
FM,4,Yap
FR,97,Aquitaine
FR,98,Auvergne
FR,99,Basse-Normandie
FR,A1,Bourgogne
FR,A2,Bretagne
FR,A3,Centre
FR,A4,Champagne-Ardenne
FR,A5,Corse
FR,A6,Franche-Comte
FR,A7,Haute-Normandie
FR,A8,Ile-de-France
FR,A9,Languedoc-Roussillon
FR,B1,Limousin
FR,B2,Lorraine
FR,B3,Midi-Pyrenees
FR,B4,Nord-Pas-de-Calais
FR,B5,Pays de la Loire
FR,B6,Picardie
FR,B7,Poitou-Charentes
FR,B8,Provence-Alpes-Cote d'Azur
FR,B9,Rhone-Alpes
FR,C1,Alsace
GA,1,Estuaire
GA,2,Haut-Ogooue
GA,3,Moyen-Ogooue
GA,4,Ngounie
GA,5,Nyanga
GA,6,Ogooue-Ivindo
GA,7,Ogooue-Lolo
GA,8,Ogooue-Maritime
GA,9,Woleu-Ntem
GB,A1,Barking and Dagenham
GB,A2,Barnet
GB,A3,Barnsley
GB,A4,Bath and North East Somerset
GB,A5,Bedfordshire
GB,A6,Bexley
GB,A7,Birmingham
GB,A8,Blackburn with Darwen
GB,A9,Blackpool
GB,B1,Bolton
GB,B2,Bournemouth
GB,B3,Bracknell Forest
GB,B4,Bradford
GB,B5,Brent
GB,B6,Brighton and Hove
GB,B7,Bristol
GB,B8,Bromley
GB,B9,Buckinghamshire
GB,C1,Bury
GB,C2,Calderdale
GB,C3,Cambridgeshire
GB,C4,Camden
GB,C5,Cheshire
GB,C6,Cornwall
GB,C7,Coventry
GB,C8,Croydon
GB,C9,Cumbria
GB,D1,Darlington
GB,D2,Derby
GB,D3,Derbyshire
GB,D4,Devon
GB,D5,Doncaster
GB,D6,Dorset
GB,D7,Dudley
GB,D8,Durham
GB,D9,Ealing
GB,E1,East Riding of Yorkshire
GB,E2,East Sussex
GB,E3,Enfield
GB,E4,Essex
GB,E5,Gateshead
GB,E6,Gloucestershire
GB,E7,Greenwich
GB,E8,Hackney
GB,E9,Halton
GB,F1,Hammersmith and Fulham
GB,F2,Hampshire
GB,F3,Haringey
GB,F4,Harrow
GB,F5,Hartlepool
GB,F6,Havering
GB,F7,Herefordshire
GB,F8,Hertford
GB,F9,Hillingdon
GB,G1,Hounslow
GB,G2,Isle of Wight
GB,G3,Islington
GB,G4,Kensington and Chelsea
GB,G5,Kent
GB,G6,Kingston upon Hull City of
GB,G7,Kingston upon Thames
GB,G8,Kirklees
GB,G9,Knowsley
GB,H1,Lambeth
GB,H2,Lancashire
GB,H3,Leeds
GB,H4,Leicester
GB,H5,Leicestershire
GB,H6,Lewisham
GB,H7,Lincolnshire
GB,H8,Liverpool
GB,H9,London
GB,I1,Luton
GB,I2,Manchester
GB,I3,Medway
GB,I4,Merton
GB,I5,Middlesbrough
GB,I6,Milton Keynes
GB,I7,Newcastle upon Tyne
GB,I8,Newham
GB,I9,Norfolk
GB,J1,Northamptonshire
GB,J2,North East Lincolnshire
GB,J3,North Lincolnshire
GB,J4,North Somerset
GB,J5,North Tyneside
GB,J6,Northumberland
GB,J7,North Yorkshire
GB,J8,Nottingham
GB,J9,Nottinghamshire
GB,K1,Oldham
GB,K2,Oxfordshire
GB,K3,Peterborough
GB,K4,Plymouth
GB,K5,Poole
GB,K6,Portsmouth
GB,K7,Reading
GB,K8,Redbridge
GB,K9,Redcar and Cleveland
GB,L1,Richmond upon Thames
GB,L2,Rochdale
GB,L3,Rotherham
GB,L4,Rutland
GB,L5,Salford
GB,L6,Shropshire
GB,L7,Sandwell
GB,L8,Sefton
